timestamp,actual_q_0,actual_qd_0,actual_current_0,actual_q_1,actual_qd_1,actual_current_1,actual_q_2,actual_qd_2,actual_current_2,actual_q_3,actual_qd_3,actual_current_3,actual_q_4,actual_qd_4,actual_current_4,actual_q_5,actual_qd_5,actual_current_5,protective_stop,fault_code
0.0,0.0016076546166087127,0.33156346762528605,0.2,-0.8983643210127129,-0.10356206098616205,0.2,-1.4020149959328974,0.6991278171750714,0.2,-0.09921600454221405,0.35082787066553417,0.2,0.5980596362347038,0.20007785654775623,0.2,-0.0015477817157690523,0.7388170455937657,0.2,0,
0.008002133902373967,0.004260162357611001,0.41935778579459826,0.2,-0.8991928175006022,0.338493318546719,0.2,-1.3964219733954968,0.3782816923924015,0.2,-0.09640938157688977,0.16285404334883974,0.2,0.5996602590870859,0.5632339661726521,0.2,0.004362754648981074,0.2802565443357036,0.2,0,
0.016004267804747934,0.008317379189322285,0.39675331479731757,0.2,-0.8929484279159654,0.6492732215669372,0.2,-1.395962488854619,0.11573235278057592,0.2,-0.09661033984863261,-0.4405813004469839,0.2,0.6070713796934663,0.6246142170743679,0.2,0.0029363229936022043,0.06556217893351358,0.2,0,
0.0240064017071219,0.010608215394368082,0.533497199653957,0.2,-0.8888044459555312,0.43556645627437773,0.2,-1.3945702557510076,0.5437554822248641,0.2,-0.10345868238404152,-0.05388583686445365,0.2,0.6096540865602758,0.08275542377052941,0.2,0.005411749511917291,0.3739146115907091,0.2,0,
0.03200853560949587,0.016853334383785598,0.5589710285727809,0.2,-0.8859793646155754,0.6011935758337902,0.2,-1.387262401139021,0.39614510246636925,0.2,-0.09747251323846387,0.24819714445029928,0.2,0.6083954664737947,0.1198203521266053,0.2,0.00891895677905355,0.1358213674276744,0.2,0,
0.04001066951186984,0.019551751851532576,0.4641848876339792,0.2,-0.8791853487421906,0.7287877371420434,0.2,-1.3882319341115457,0.1628278941588207,0.2,-0.09948752807283673,-0.24434914123475007,0.2,0.6115712121943014,0.20003874286367296,0.2,0.007584891390760081,0.27676716760811276,0.2,0,
0.0480128034142438,0.024280292585929265,0.5757254452976356,0.2,-0.8743187608213027,0.3273611423121464,0.2,-1.38465715483248,0.5911979538799073,0.2,-0.10138209949821987,-0.05263924239224272,0.2,0.6115960863596135,0.028899550416919273,0.2,0.013347231460783354,0.2684407801754511,0.2,0,
0.05601493731661777,0.028763358976294746,0.3489090718268148,0.2,-0.8739475704651962,0.3911255583793627,0.2,-1.3787727668494671,0.5987433058907143,0.2,-0.10032975595111261,-0.08840980014552559,0.2,0.6120336050009721,0.18921263470759314,0.2,0.011879943873567299,-0.04254026757480452,0.2,0,
0.06401707121899174,0.029862837735158302,0.2521922110972298,0.2,-0.8680607518872329,0.5454309329674528,0.2,-1.3750772619382285,0.3235722559055826,0.2,-0.10279665630054828,-0.02368421891397847,0.2,0.614623488514935,0.2862514631694485,0.2,0.012666587179586481,0.22000895777028176,0.2,0,
0.0720192051213657,0.03279843435385042,0.6137466624499289,0.2,-0.865220675537717,0.42462302221962095,0.2,-1.3735956107549778,0.2563058884991476,0.2,-0.10070870345373627,0.016497187809664388,0.2,0.6166136284116833,0.3541206677318068,0.2,0.015400087197891807,0.4076384127693583,0.2,0,
0.08002133902373967,0.039682784334357166,0.7680555215288224,0.2,-0.8612667835317189,0.6572476508557856,0.2,-1.3709763677222422,0.5617284720361576,0.2,-0.10253270129559365,0.05004618567623631,0.2,0.6202894191986439,0.4635192890671755,0.2,0.019188801783896214,0.33719322403069824,0.2,0,
0.08802347292611364,0.04508732269831158,0.4619911937660346,0.2,-0.8547047131240244,0.4605409879697084,0.2,-1.3646079552023993,0.5292038179768865,0.2,-0.09990796448291649,0.04104808510364041,0.2,0.6240299370367581,0.32309001245377916,0.2,0.02079517878238298,0.3400534690258846,0.2,0,
0.0960256068284876,0.04707464343461372,0.4341218735991197,0.2,-0.8538981277242036,0.2895697966513733,0.2,-1.362509106634612,0.06877946594599504,0.2,-0.1018759319339354,-0.0702964201692224,0.2,0.6254588593979044,0.09152815599694497,0.2,0.024629657288310368,0.215734407497841,0.2,0,
0.10402774073086157,0.052033272675897496,0.6342384003684846,0.2,-0.8500715963776024,0.6657638845675856,0.2,-1.3635074837472634,0.34329572638037986,0.2,-0.10103270720562404,-0.27923321182645855,0.2,0.6254943875327093,0.021943478329206068,0.2,0.024246929302348435,0.17473727502032887,0.2,0,
0.11202987463323553,0.05722245784050947,0.41783120251385986,0.2,-0.8432459055711222,0.7868829602655988,0.2,-1.357016375012526,0.3965596746346861,0.2,-0.10634366332315874,-0.11215021622080525,0.2,0.6258099550511717,0.2963159466150972,0.2,0.02742545368863563,0.12863750645750116,0.2,0,
0.12003200853560951,0.058718571916119254,0.41575945674811926,0.2,-0.8374814690133529,0.2778777414495573,0.2,-1.3571625289531084,0.11557553712888968,0.2,-0.10282711066515693,0.07667521584434935,0.2,0.6302354426785508,0.46649062701752814,0.2,0.026305129405668454,0.1656227378847297,0.2,0,
0.12803414243798347,0.06387460914847938,0.4132233460708901,0.2,-0.8387998617079293,0.41206094968191526,0.2,-1.3551671664184637,0.2896729704511686,0.2,-0.10511685986964915,-0.11863560409137909,0.2,0.6332738050834521,0.22084022460485547,0.2,0.030075417494791305,0.5096233755629981,0.2,0,
0.13603627634035745,0.0653301454532535,0.5873075992726198,0.2,-0.8308884938184422,0.6675112126972512,0.2,-1.3525277614258897,0.4281143075402366,0.2,-0.104725280330619,0.09980900760423253,0.2,0.6337688862722285,0.28321202210788293,0.2,0.03445910341467642,0.2667162063333833,0.2,0,
